sseqid,sstart,send,sense,attribute
LinJ.07,74854,81210,-,product=hypothetical protein - conserved
LinJ.07,83445,84626,-,product=protein phosphatase 2A - regulatory subunit B - putative
LinJ.07,85824,88091,-,product=phosphatidylglycerolphosphate synthase - mitochondrial - putative
LinJ.07,88637,89398,-,product=hypothetical protein - conserved
LinJ.07,90340,92247,-,product=hypothetical protein - conserved
LinJ.07,92922,93281,-,product=Cytokine-induced anti-apoptosis inhibitor 1 - Fe-S biogenesis - putative
LinJ.07,93938,95761,-,product=hypothetical protein - conserved
LinJ.07,97023,102620,-,product=protein kinase - putative
LinJ.07,105290,106390,-,product=homoserine dehydrogenase-like protein
LinJ.07,108637,109830,-,product=acetylornithine deacetylase-like protein
LinJ.07,110383,129186,-,product=ubiquitin-protein ligase-like - putative
LinJ.07,132460,133224,-,product=Uncharacterised protein family (UPF0172) - putative
LinJ.07,134645,137197,-,product=hypothetical protein - conserved
LinJ.07,138455,140884,-,product=Paraflagellar rod protein - putative
LinJ.07,142361,145498,-,product=hypothetical protein - conserved
LinJ.07,146700,149207,-,product=Protein of unknown function (DUF3735)/Abscisic acid G-protein coupled receptor - putative
LinJ.07,150345,152690,-,product=NUDIX family hydrolase - putative
LinJ.07,158783,160240,-,product=ATP-dependent DEAD/H RNA helicase - putative
LinJ.07,161103,163073,-,product=hypothetical protein - conserved
LinJ.07,164252,164575,-,product=Protein of unknown function (DUF1674) - putative
LinJ.07,169405,172173,-,product=Ring finger domain/Zinc finger - C3HC4 type (RING finger) containing protein - putative
LinJ.07,173819,184642,-,product=RAVE protein 1 C terminal - putative
LinJ.07,185490,188276,-,product=hypothetical protein - conserved
LinJ.07,189240,191072,-,product=EamA-like transporter family - putative
LinJ.07,195758,197296,-,product=hypothetical protein - conserved
LinJ.07,199500,199829,-,product=hypothetical protein - conserved
LinJ.07,200829,201302,-,product=3-hydroxyacyl-ACP dehydratase - putative
LinJ.07,202363,202836,-,product=3-hydroxyacyl-ACP dehydratase - putative
LinJ.07,203353,203853,-,product=hypothetical protein - conserved
LinJ.07,204678,206237,-,product=acyl-CoA dehydrogenase - mitochondrial precursor - putative
LinJ.07,216361,216840,+,product=hypothetical protein - conserved
LinJ.07,217110,231659,+,product=Dynein heavy chain - N-terminal region 2 - putative
LinJ.07,233213,234409,+,product=hypothetical protein - conserved
LinJ.07,236642,237436,+,product=60S ribosomal protein L7a - putative
LinJ.07,238699,239493,+,product=60S ribosomal protein L7a - putative
LinJ.07,240706,241416,+,product=QA-SNARE protein putative
LinJ.07,244232,245326,+,product=adp/ATP carrier-like protein
LinJ.07,247596,250571,+,product=hypothetical protein - conserved
LinJ.07,257680,262341,+,product=hypothetical protein - conserved
LinJ.07,263665,264342,+,product=ras-related protein rab-14 - putative
LinJ.07,266068,267468,+,product=hypothetical protein - conserved
LinJ.07,268452,272558,+,product=Molybdopterin guanine dinucleotide synthesis protein B - putative
LinJ.07,273566,278491,+,product=Sel1 repeat - putative
LinJ.07,279845,281572,+,product=electron transfer flavoprotein-ubiquinone oxidoreductase - putative
LinJ.07,282929,283516,+,product=hypothetical protein - conserved
LinJ.07,284334,285086,+,product=hypothetical protein - conserved
LinJ.07,286114,288024,+,product=hypothetical protein - conserved
LinJ.07,289729,293043,+,product=vacuolar-type Ca2+-ATPase - putative
LinJ.07,294909,295916,+,product=hypothetical protein - conserved
LinJ.07,297618,300977,+,product=vacuolar-type Ca2+-ATPase - putative
LinJ.07,306280,307839,+,product=hypothetical protein - conserved
LinJ.07,309103,309609,+,product=Qa-SNARE protein - putative
LinJ.07,310723,311295,+,product=40S ribosomal protein S9 - putative
LinJ.07,313831,318813,+,product=protein kinase - putative
LinJ.07,320808,323561,+,product=topoisomerase-related function protein-like protein
LinJ.07,324492,325055,+,product=centrin - putative
LinJ.07,326462,328207,+,product=hypothetical protein - conserved
LinJ.07,330325,334110,+,product=HEAT-like repeat - putative
LinJ.07,335146,337533,+,product=malonyl-coa decarboxylase-like protein
LinJ.07,340925,352342,+,product=hypothetical protein - conserved
LinJ.07,353605,354057,+,product=Protein phosphatase inhibitor - putative
LinJ.07,357876,358256,+,product=hypothetical protein
LinJ.07,361918,362799,+,product=hypothetical protein - conserved
LinJ.07,364258,367971,+,product=6-phosphofructo-2-kinase/fructose-2 -6-biphosphatase - putative
LinJ.07,371779,373032,+,product=DNAJ-domain transmembrane-like protein
LinJ.07,376565,377479,+,product=hypothetical protein - conserved
LinJ.07,378331,379203,+,product=hypothetical protein - conserved
LinJ.07,380725,382740,+,product=flavoprotein subunit-like protein
LinJ.07,386146,387204,+,product=hypothetical protein - conserved
LinJ.07,388073,389866,+,product=N-acetylglucosamine-phosphate mutase - putative
LinJ.07,391357,391437,+,product=cytochrome b5-like protein
LinJ.07,395139,402368,+,product=hypothetical protein - conserved
LinJ.07,409301,415234,+,product=hypothetical protein - conserved
LinJ.07,419246,426274,+,product=hypothetical protein - conserved
LinJ.07,429803,430351,+,product=ubiquitin-conjugating enzyme E2 - putative
LinJ.07,440062,444489,+,product=hypothetical protein - conserved
LinJ.07,445708,446835,+,product=splicing factor ptsr1-like protein
LinJ.07,452202,456272,+,product=protein kinase - putative
LinJ.07,461870,463777,+,product=hypothetical protein - conserved
LinJ.07,467315,468205,+,product=serine/threonine kinase - putative
LinJ.07,471829,477312,+,product=hypothetical protein - conserved
LinJ.07,477934,478947,+,product=hypothetical protein
LinJ.07,481099,488052,+,product=Protein of unknown function (DUF3608) - putative
LinJ.07,488789,489802,+,product=Radial spokehead-like protein - putative
LinJ.07,491766,499112,+,product=Domain of unknown function (DUF3437) - putative
LinJ.07,503223,509117,+,product=hypothetical protein - conserved
LinJ.07,510801,514205,+,product=hypothetical protein - conserved
LinJ.07,515900,518539,+,product=hypothetical protein - conserved
LinJ.07,519472,519828,+,product=RNA binding protein - putative
LinJ.07,524795,525889,+,product=RNA binding protein-like protein
LinJ.07,527414,527902,+,product=Domain of unknown function DUF59 - putative
LinJ.07,529292,532951,+,product=DNA repair and recombination helicase protein PIF7 - putative
LinJ.07,533940,534287,+,product=peptidyl-prolyl cis-trans isomerase/rotamase - putative
LinJ.07,536030,537154,+,product=hypothetical protein
LinJ.07,537618,538229,+,product=hypothetical protein - conserved
LinJ.07,539418,540392,+,product=Sel1 repeat - putative
LinJ.07,541393,545127,+,product=cation-transporting ATPase - putative
LinJ.07,547014,547364,+,product=Dpy-30 motif containing protein - putative
LinJ.07,548280,549824,+,product=lipoate-protein ligase-like
LinJ.07,550377,551729,+,product=RNA-editing complex protein - putative
LinJ.07,553305,555824,+,product=hypothetical protein - conserved
LinJ.07,557426,558679,+,product=delta-5 fatty acid desaturase
LinJ.07,560219,561133,+,product=hypothetical protein - conserved
LinJ.07,561804,562115,+,product=hypothetical protein
LinJ.07,562655,562975,+,product=ATP synthase subunit C - putative
LinJ.07,564320,565408,+,product=hypothetical protein - conserved
LinJ.07,567255,568292,+,product=proteasome regulatory non-ATP-ase subunit - putative
LinJ.07,570550,572280,+,product=hypothetical protein - conserved
LinJ.07,573140,573670,+,product=peptide methionine sulfoxide reductase-like
LinJ.07,576910,584538,+,product=N-terminal region of Chorein - a TM vesicle-mediated sorter - putative
LinJ.07,585338,586813,+,product=amino acid transporter 19 - putative
LinJ.08,3536,7132,+,product=adaptor complex protein (AP) 3 delta subunit 1 - putative
LinJ.08,8140,8961,+,product=hypothetical protein - conserved
LinJ.08,9994,10641,+,product=Qc-SNARE protein - putative
LinJ.08,12394,13083,+,product=hypothetical protein - conserved
LinJ.08,14163,14390,+,product=hypothetical protein - conserved
LinJ.08,15951,16508,+,product=phosphoglycerate mutase protein - putative
LinJ.08,17117,19006,+,product=Putative zinc finger motif - C2HC5-type/ASCH domain containing protein - putative
LinJ.08,20445,22502,+,product=ATP-dependent DEAD/H RNA helicase - putative
LinJ.08,23737,27138,+,product=adaptor complex protein (AP) 3 delta subunit 1 - putative
LinJ.08,29061,30416,+,product=dual-specificity protein phosphatase - putative
LinJ.08,31450,33381,+,product=hypothetical protein - conserved
LinJ.08,35210,36022,+,product=hypothetical protein - conserved
LinJ.08,37421,40873,+,product=hypothetical protein - conserved
LinJ.08,43655,45412,+,product=hypothetical protein - conserved
LinJ.08,46314,50096,+,product=DNA repair protein - putative
LinJ.08,51098,52660,+,product=GPI-GlcNAc transferase complex - PIG-H component - putative
LinJ.08,53853,54554,+,product=hypothetical protein - conserved
LinJ.08,60571,62505,+,product=hypothetical protein - conserved
LinJ.08,68480,69364,+,product=Bacterial transferase hexapeptide (six repeats) - putative
LinJ.08,70473,73265,+,product=hypothetical protein - conserved
LinJ.08,74690,76651,+,product=inositol phosphosphingolipid phospholipase C-Like
LinJ.08,78447,79949,+,product=hypothetical protein - conserved
LinJ.08,80506,83793,+,product=ubiquitin-activating enzyme-like protein
LinJ.08,84819,86387,+,product=ABC1 family - putative
LinJ.08,87763,88551,+,product=Ribosomal protein L9 - N-terminal domain containing protein - putative
LinJ.08,89418,89771,+,product=hypothetical protein - conserved
LinJ.08,91550,92866,+,product=hypothetical protein - conserved
LinJ.08,94215,96716,+,product=hypothetical protein - conserved
LinJ.08,99905,101047,+,product=ribosomal protein L2 - putative
LinJ.08,101783,102475,+,product=iron superoxide dismutase
LinJ.08,104402,105160,+,product=Isochorismatase family - putative
LinJ.08,106396,107175,+,product=Isochorismatase family - putative
LinJ.08,108037,108714,+,product=mitochondrial associated ribonuclease - putative
LinJ.08,109862,110149,+,product=Tim10/DDP family zinc finger containing protein - putative
LinJ.08,111495,125807,+,product=hypothetical protein - conserved
LinJ.08,127063,131301,+,product=hypothetical protein - conserved
LinJ.08,131308,132033,+,product=hypothetical protein
LinJ.08,134573,136303,+,product=hypothetical protein - conserved
LinJ.08,137750,138412,+,product=hypothetical protein - conserved
LinJ.08,139510,145242,+,product=hypothetical protein - conserved
LinJ.08,147024,152684,+,product=hypothetical protein - conserved
LinJ.08,153640,157197,+,product=hypothetical protein - conserved
LinJ.08,158542,162753,+,product=WD domain - G-beta repeat - putative
LinJ.08,165804,171422,+,product=hypothetical protein - conserved
LinJ.08,172812,175589,+,product=hypothetical protein - conserved
LinJ.08,176872,184104,+,product=hypothetical protein - conserved
LinJ.08,184914,185456,+,product=signal peptidase type I - putative
LinJ.08,186484,187359,+,product=hypothetical protein - conserved
LinJ.08,190293,190646,+,product=small ubiquitin protein - putative
LinJ.08,193216,194064,+,product=hypothetical protein - conserved
LinJ.08,195317,196489,+,product=hypothetical protein - conserved
LinJ.08,197285,198373,+,product=hypothetical protein - conserved
LinJ.08,199032,201554,+,product=ribose-phosphate pyrophosphokinase - putative
LinJ.08,203712,210698,+,product=hypothetical protein - conserved
LinJ.08,212457,217553,+,product=protein kinase - putative
LinJ.08,218133,219191,+,product=hypothetical protein - conserved
LinJ.08,221703,223169,+,product=cyclopropane-fatty-acyl-phospholipid synthase
LinJ.08,224971,226008,+,product=eukaryotic translation initiation factor 2 beta subunit - putative
LinJ.08,228015,228728,+,product=hypothetical protein - conserved
LinJ.08,229967,230506,+,product=hypothetical protein - conserved
LinJ.08,233313,233813,+,product=hypothetical protein - conserved
LinJ.08,235621,237171,+,product=hypothetical protein - conserved
LinJ.08,237633,237989,+,product=hypothetical protein
LinJ.08,242735,243166,+,product=hypothetical protein - conserved
LinJ.08,249501,258011,+,product=hypothetical protein - conserved
LinJ.08,261113,267673,+,product=hypothetical protein - conserved
LinJ.08,270039,270941,+,product=Amastin surface glycoprotein - putative
LinJ.08,276556,277446,+,product=DnaJ domain containing protein - putative
LinJ.08,280021,284100,+,product=protein kinase - putative
LinJ.08,289983,290597,+,product=amastin-like protein
LinJ.08,295607,296212,+,product=amastin-like protein
LinJ.08,300238,300840,+,product=Amastin surface glycoprotein - putative
LinJ.08,304863,305465,+,product=Amastin surface glycoprotein - putative
LinJ.08,309447,310049,+,product=Amastin surface glycoprotein - putative
LinJ.08,313960,314571,+,product=amastin-like protein
LinJ.08,319423,320952,+,product=tuzin - putative
LinJ.08,322233,324140,+,product=tuzin - putative
LinJ.08,325365,326393,+,product=tuzin - putative
LinJ.08,327512,328093,+,product=amastin-like protein
LinJ.08,337859,338386,+,product=Amastin-like protein
LinJ.08,343034,343615,+,product=amastin-like protein
LinJ.08,348416,349288,+,product=hypothetical protein - conserved
LinJ.08,352907,354166,-,product=hypothetical protein - conserved
LinJ.08,355841,357790,-,product=SET domain containing protein - putative
LinJ.08,358795,359925,-,product=mitochondrial DNA polymerase beta
LinJ.08,361430,363421,-,product=mitochondrial DNA polymerase beta-PAK - putative
LinJ.08,367958,374323,-,product=Beta-lactamase superfamily domain containing protein - putative
LinJ.08,375618,376232,-,product=hypothetical protein - conserved
LinJ.08,377022,377375,-,product=hypothetical protein
LinJ.08,380563,384024,-,product=protein kinase - putative
LinJ.08,384949,385752,-,product=hypothetical protein - conserved
LinJ.08,386552,386992,-,product=hypothetical protein - conserved
LinJ.08,388482,390179,-,product=Dpy-30 motif containing protein - putative
LinJ.08,391957,394458,-,product=Protein of unknown function (DUF2453) - putative
LinJ.08,399438,399719,-,product=hypothetical protein
LinJ.08,399995,403117,-,product=hypothetical protein - conserved
LinJ.08,404226,405206,-,product=DnaJ domain containing protein - putative
LinJ.08,405921,407864,-,product=von Willebrand factor type A domain containing protein - putative
LinJ.08,416087,417232,-,product=cysteine peptidase B (CPB)
LinJ.08,418662,419993,-,product=cysteine peptidase B (CPB)
LinJ.08,421423,422145,-,product=cysteine peptidase B (CPB)
LinJ.08,422158,422754,-,product=cysteine peptidase B (CPB)
LinJ.08,424211,425542,-,product=cysteine peptidase B (CPB)
LinJ.08,426977,428308,-,product=cysteine peptidase B (CPB)
LinJ.08,429737,431068,-,product=cysteine peptidase B (CPB)
LinJ.08,432497,433828,-,product=cysteine peptidase B (CPB)
LinJ.08,435255,436586,-,product=cysteine peptidase B (CPB)
LinJ.08,437452,439413,-,product=histone deacetylase - putative
LinJ.08,451007,452098,+,product=Ring finger domain/Zinc finger - C3HC4 type (RING finger) containing protein - putative
LinJ.08,453615,454712,+,product=hypothetical protein
LinJ.08,455714,457354,+,product=stress-induced protein sti1
LinJ.08,459050,461668,+,product=Repeat of unknown function (DUF1126) - putative
LinJ.08,463432,464547,+,product=phosphoribosylpyrophosphate synthetase
LinJ.08,466098,468938,+,product=suppressive immunomodulating factor - putative
LinJ.08,469870,473304,+,product=Exocyst complex component Sec3 - putative
LinJ.08,474208,475488,+,product=Thiopurine S-methyltransferase (TPMT) - putative
LinJ.08,476890,478218,+,product=guide RNA binding protein - putative
LinJ.08,479395,480648,+,product=hypothetical protein - conserved
LinJ.08,481431,485174,+,product=Putative intraflagellar transport protein D4
LinJ.08,486361,486948,+,product=MIX protein
LinJ.08,489345,490529,+,product=hypothetical protein - conserved
LinJ.08,492342,493862,+,product=Zinc finger - C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/zinc finger of C3HC4-type - RING - putative
LinJ.08,495291,496712,+,product=hypothetical protein - conserved
LinJ.08,497982,498281,+,product=hypothetical protein - conserved
LinJ.08,499886,501151,+,product=hypothetical protein - conserved
LinJ.08,501561,502421,+,product=Amidinotransferase - putative
LinJ.08,505615,508179,+,product=protein kinase - putative
LinJ.08,509434,510765,+,product=beta tubulin
LinJ.08,515087,515452,+,product=hypothetical protein
LinJ.09,3348,3782,+,product=hypothetical protein - conserved
LinJ.09,4348,5469,+,product=hypothetical protein - conserved
LinJ.09,6110,6433,+,product=hypothetical protein - conserved
LinJ.09,7657,9516,+,product=hypothetical protein - conserved
LinJ.09,9961,10923,+,product=Peroxisomal biogenesis factor 11 (PEX11)- putative
LinJ.09,11628,12377,+,product=N-acetyl-D-acetylglucosaminylphosphatidylinositol deacetylase
LinJ.09,14143,14919,+,product=endonuclease III- putative
LinJ.09,15577,15972,+,product=RNA-binding protein 5 - putative
LinJ.09,17968,21672,+,product=RNA helicase - putative
LinJ.09,23068,23805,+,product=RNA-binding protein 5-like protein
LinJ.09,34829,35728,+,product=RNA-binding protein 5-like protein
LinJ.09,48039,49787,+,product=calmodulin-like protein containing EF hand domain
LinJ.09,52232,52897,+,product=hypothetical protein - conserved
LinJ.09,53970,56105,+,product=hypothetical protein - conserved
LinJ.09,57048,60302,+,product=kinesin - putative
LinJ.09,62373,63947,+,product=FHA domain/Ring finger domain/Zinc finger- C3HC4 type (RING finger) containing protein - putative
LinJ.09,64862,65236,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,66454,66858,+,product=ATG8/AUT7/APG8/PAZ2 - putative
LinJ.09,67914,68288,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,69507,69911,+,product=ATG8/AUT7/APG8/PAZ2 - putative
LinJ.09,70967,71341,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,72558,72932,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,74148,74552,+,product=ATG8/AUT7/APG8/PAZ2 - putative
LinJ.09,75608,75982,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,77199,77567,+,product=Autophagy protein Atg8 ubiquitin like - putative
LinJ.09,78602,78964,+,product=hypothetical protein - conserved
LinJ.09,80166,81677,+,product=NRDE protein - putative
LinJ.09,82167,83084,+,product=Domain of unknown function (DUF4586) - putative
LinJ.09,85281,87722,+,product=catalytic subunit of the vacuolar transporter chaperone 4 - putative
LinJ.09,88951,90462,+,product=ATP-dependent protease ATPase subunit HslU
LinJ.09,92193,95042,+,product=cysteine peptidase- Clan CA- family C19 - putative
LinJ.09,96079,98766,+,product=DNA replication licensing factor MCM4 - putative
LinJ.09,99126,99944,+,product=G10 protein - putative
LinJ.09,102279,104144,+,product=integral membrane transport protein - putative
LinJ.09,106739,109090,+,product=hypothetical protein - conserved
LinJ.09,110040,113810,+,product=kinesin - putative
LinJ.09,114705,115415,+,product=hypothetical protein - conserved
LinJ.09,116260,118905,+,product=cdc2-related kinase 12
LinJ.09,120405,123164,+,product=hypothetical protein - conserved
LinJ.09,125727,128276,+,product=hypothetical protein - conserved
LinJ.09,130367,133564,+,product=hypothetical protein - conserved
LinJ.09,134855,135610,+,product=hypothetical protein - conserved
LinJ.09,136409,139036,+,product=Ring finger domain/RING-H2 zinc finger containing protein - putative
LinJ.09,140265,143063,+,product=DNA photolyase - putative
LinJ.09,143768,144400,+,product=Ankyrin repeats (3 copies)/Ankyrin repeat/Ankyrin repeats (many copies) - putative
LinJ.09,145620,145883,+,product=hypothetical protein - conserved
LinJ.09,147309,147836,+,product=hypothetical protein - conserved
LinJ.09,148505,149893,+,product=hypothetical protein - conserved
LinJ.09,151841,157735,+,product=hypothetical protein - conserved
LinJ.09,159007,160284,+,product=kinetoplastid kinetochore protein 10 - putative
LinJ.09,162907,164340,+,product=kinetoplastid kinetochore protein 10 - putative
LinJ.09,166359,169373,+,product=tyrosine phosphatase - putative
LinJ.09,171449,172852,+,product=Plus-3 domain/Zinc finger- C3HC4 type (RING finger) containing protein - putative
LinJ.09,174367,176073,+,product=Tetratricopeptide repeat - putative
LinJ.09,177307,180111,+,product=hypothetical protein - conserved
LinJ.09,181638,190457,+,product=hypothetical protein - conserved
LinJ.09,191457,193415,+,product=serine/threonine protein phosphatase - putative
LinJ.09,195987,198221,+,product=hypothetical protein - conserved
LinJ.09,199128,200363,+,product=hypothetical protein - conserved
LinJ.09,201643,206160,+,product=hypothetical protein - conserved
LinJ.09,206955,208169,+,product=hypothetical protein - conserved
LinJ.09,209082,211394,+,product=hypothetical protein - conserved
LinJ.09,215242,218235,+,product=leucine-rich repeat protein - putative
LinJ.09,220393,223722,+,product=hypothetical protein - conserved
LinJ.09,225555,227312,+,product=Dual specificity phosphatase- catalytic domain containing protein - putative
LinJ.09,228364,229152,+,product=Histidine phosphatase superfamily (branch 1) - putative
LinJ.09,230076,231545,+,product=hypothetical protein - conserved
LinJ.09,234932,235789,+,product=surface antigen-like protein
LinJ.09,238264,241254,+,product=ATP-dependent DNA helicase - putative
LinJ.09,242218,243225,+,product=cyclin 1
LinJ.09,244414,246927,+,product=Glucosidase II beta subunit-like - putative
LinJ.09,248277,250247,+,product=hypothetical protein - conserved
LinJ.09,251732,255211,+,product=PH domain containing protein - putative
LinJ.09,256444,257946,+,product=palmitoyl acyltransferase 5 - putative
LinJ.09,258963,260876,+,product=Zeta toxin - putative
LinJ.09,261532,262590,+,product=Methyltransferase TYW3 - putative
LinJ.09,263309,263725,+,product=prefoldin subunit 2 - putative
LinJ.09,264261,265373,+,product=hypothetical protein - conserved
LinJ.09,265666,266586,+,product=hypothetical protein - conserved
LinJ.09,273304,274851,-,product=hypothetical protein - conserved
LinJ.09,276224,277774,-,product=hypothetical protein - conserved
LinJ.09,279314,280324,-,product=cleavage and polyadenylation specificity factor 30 kDa subunit - putative
LinJ.09,280984,282879,-,product=hypothetical protein - conserved
LinJ.09,283608,290294,-,product=ubiquitin ligase - putative
LinJ.09,291951,294947,-,product=acyl-CoA binding protein - putative
LinJ.09,296010,312392,-,product=hypothetical protein - conserved
LinJ.09,314204,316399,-,product=oligopeptidase b
LinJ.09,317766,318557,-,product=Domain of unknown function (DUF4464) - putative
LinJ.09,318998,322741,-,product=hypothetical protein - conserved
LinJ.09,323868,327740,-,product=kinetoplast-associated protein-like protein
LinJ.09,328818,329462,-,product=Prefoldin subunit - putative
LinJ.09,329971,331563,-,product=ATPase family associated with various cellular activities (AAA) - putative
LinJ.09,332597,334927,-,product=DEAD/DEAH box helicase-like protein
LinJ.09,335590,336786,-,product=Uncharacterised protein family (UPF0160) - putative
LinJ.09,337676,338485,-,product=ras family protein-like protein
LinJ.09,339619,339939,-,product=hypothetical protein - conserved
LinJ.09,340802,342373,-,product=hypothetical protein - conserved
LinJ.09,343344,344816,-,product=histone h1-like protein
LinJ.09,346344,353930,-,product=phospholipid transporting ATPase-like protein - putative
LinJ.09,357292,357678,-,product=Ubiquitin-2 like Rad60 SUMO-like/Ubiquitin family/Ubiquitin-like domain/Ribosomal L40e family - putative
LinJ.09,358529,359089,-,product=ef-hand protein 5 - putative
LinJ.09,360746,361195,-,product=calmodulin - putative
LinJ.09,362480,362929,-,product=calmodulin - putative
LinJ.09,364291,364740,-,product=calmodulin - putative
LinJ.09,365709,369395,-,product=translation-associated element 2 - putative
LinJ.09,369836,371623,-,product=SLA/LP autoantigen-like protein
LinJ.09,372450,374300,-,product=hypothetical protein - conserved
LinJ.09,376118,377332,-,product=elongation factor-1 gamma
LinJ.09,378484,379701,-,product=elongation factor-1 gamma
LinJ.09,381506,384493,-,product=hypothetical protein - conserved
LinJ.09,386720,402811,-,product=N-terminal region of Chorein- a TM vesicle-mediated sorter - putative
LinJ.09,403298,404236,-,product=PUB domain containing protein - putative
LinJ.09,406383,407144,+,product=hypothetical protein
LinJ.09,407879,409726,+,product=hypothetical protein - conserved
LinJ.09,415150,415419,+,product=hypothetical protein
LinJ.09,419203,420990,-,product=LEM3 (ligand-effect modulator 3) family / CDC50 family - putative
LinJ.09,422104,423045,-,product=hypothetical protein - conserved
LinJ.09,425021,427081,-,product=phospholipid:diacylglycerol acyltransferase - putative
LinJ.09,430134,430886,-,product=MSP (Major sperm protein) domain containing protein - putative
LinJ.09,432078,432971,-,product=DNA-directed RNA polymerase III subunit - putative
LinJ.09,434572,436011,-,product=translation initiation factor EIF-2B gamma subunit - putative
LinJ.09,437003,438808,-,product=translation initiation factor EIF-2B gamma subunit - putative
LinJ.09,440098,440865,-,product=hypothetical protein - conserved
LinJ.09,443935,445311,-,product=hypothetical protein - conserved
LinJ.09,446309,447037,-,product=mitochondrial RNA binding protein 2
LinJ.09,448016,448474,-,product=mitochondrial import inner membrane translocase subunit TIM17 - putative
LinJ.09,449515,450210,-,product=hypothetical protein - conserved
LinJ.09,450725,451582,-,product=hypothetical protein - conserved
LinJ.09,452545,454764,-,product=hypothetical protein - conserved
LinJ.09,456627,457217,-,product=hypothetical protein - conserved
LinJ.09,458493,461516,-,product=hypothetical protein - conserved
LinJ.09,464492,466288,-,product=hypothetical protein - conserved
LinJ.09,466853,471487,-,product=hypothetical protein - conserved
LinJ.09,472632,473894,-,product=Zinc finger- C3HC4 type (RING finger) containing protein - putative
LinJ.09,475119,478985,-,product=AAA family ATPase - putative
LinJ.09,480172,481497,-,product=hypothetical protein - conserved
LinJ.09,482284,489135,-,product=ATP-dependent helicase - putative
LinJ.09,490752,497057,-,product=ATP-dependent helicase - putative
LinJ.09,499410,499964,-,product=hypothetical protein - conserved
LinJ.09,500781,502739,-,product=Bromodomain - putative
LinJ.09,504253,505281,-,product=mitochondrial carrier protein - putative
LinJ.09,506813,507916,-,product=hypothetical protein - conserved
LinJ.09,508953,510683,-,product=hypothetical protein - conserved
LinJ.09,511506,512162,-,product=PPPDE putative peptidase domain containing protein - putative
LinJ.09,514037,514801,-,product=PPPDE putative peptidase domain containing protein - putative
LinJ.09,516122,517174,-,product=hypothetical protein - conserved
LinJ.09,519024,520841,-,product=paraflagellar rod component - putative
LinJ.09,522446,524269,-,product=hypothetical protein - conserved
LinJ.09,525996,526331,-,product=histone H2B
LinJ.09,527452,528030,-,product=hypothetical protein - conserved
LinJ.09,529220,529606,-,product=hypothetical protein - conserved
LinJ.09,531505,532311,-,product=hypothetical protein - conserved
LinJ.09,534535,536277,-,product=hypothetical protein - conserved
LinJ.09,537769,539754,-,product=hypothetical protein - conserved
LinJ.09,542181,542414,-,product=Glycosyl hydrolase family 47 - putative
LinJ.09,543881,545602,-,product=SET domain containing protein - putative
LinJ.09,546771,547190,-,product=Bacterial trigger factor protein (TF) C-terminus - putative
LinJ.09,547942,548505,-,product=ubiquinone biosynthesis protein-like protein - putative
LinJ.09,551721,552191,-,product=ABC transporter - putative
LinJ.09,554307,555548,-,product=DnaJ domain containing protein - putative
LinJ.09,556479,556874,-,product=Rhodanese-like domain containing protein - putative
LinJ.09,557527,557979,-,product=Rhodanese-like domain containing protein - putative
LinJ.09,558928,559287,-,product=Rhodanese-like domain containing protein - putative
LinJ.09,560864,563308,-,product=DNA J-binding protein - putative
LinJ.09,564434,564787,-,product=cytochrome b5-like protein - putative
LinJ.09,566011,566430,-,product=Cytochrome b5-like Heme/Steroid binding domain containing protein - putative
LinJ.09,566906,567271,-,product=hypothetical protein - conserved
LinJ.09,568151,572785,-,product=hypothetical protein - conserved
LinJ.09,573704,574720,-,product=Leucine Rich repeat - putative
LinJ.09,575218,575703,-,product=hypothetical protein - conserved
LinJ.09,576189,578012,-,product=hypothetical protein - conserved
LinJ.09,578653,579198,-,product=hypothetical protein - conserved
LinJ.10,3366,4550,-,product=delta-12 fatty acid desaturase
LinJ.10,7511,9490,-,product=pteridine transporter (truncated) - putative
LinJ.10,11506,12987,-,product=phosphate-Repressible Phosphate Permease-like protein
LinJ.10,22281,25094,+,product=Gryzun - putative trafficking through Golgi - putative
LinJ.10,25952,28711,+,product=Dos2-interacting transcription regulator of RNA-Pol-II - putative
LinJ.10,29534,30625,+,product=thymidylate kinase-like protein
LinJ.10,32374,32808,+,product=ribosomal protein l35a - putative
LinJ.10,33408,34439,+,product=hypothetical protein - conserved
LinJ.10,38510,39748,+,product=dehydrogenase-like protein
LinJ.10,40991,41764,+,product=SRP40 - C-terminal domain containing protein - putative
LinJ.10,42817,44004,+,product=WD-repeat containing protein
LinJ.10,45395,46483,+,product=PSP1 C-terminal conserved region containing protein - putative
LinJ.10,52305,54518,+,product=hypothetical protein - conserved
LinJ.10,56335,58677,+,product=DEAD/DEAH box helicase - putative
LinJ.10,62255,63364,+,product=hypothetical protein - conserved
LinJ.10,68139,69656,+,product=hypothetical protein - conserved
LinJ.10,73390,75423,+,product=guanosine diphosphatase - putative
LinJ.10,77276,77992,+,product=leucine-rich repeat protein - putative
LinJ.10,80119,82125,+,product=hypothetical protein - conserved
